Brain03Rep1	ont	ERCC-00009	3236	937.5	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00076	1227	234.375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00022	609	234.375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00071	427	58.59375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00079	381	58.59375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00043	268	468.75	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00035	169	117.1875	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00060	160	234.375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00059	148	14.6484375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00003	143	937.5	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00019	142	29.296875	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00044	138	117.1875	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00078	123	29.296875	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00062	89	58.59375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00042	64	468.75	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00034	58	7.32421875	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00054	22	14.6484375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00067	20	3.66210938	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00039	12	3.66210938	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00025	9	58.59375	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00053	9	29.296875	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00073	4	0.91552734	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00013	3	0.91552734	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00028	3	3.66210938	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00031	3	1.83105469	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00040	3	0.91552734	ERCC	ont-Crg-CapTrap	HpreCap
Brain03Rep1	ont	ERCC-00051	3	58.59375	ERCC	ont-Crg-CapTrap	HpreCap
